report_month,dept_name,ward_code,service,budget_allocated,actual_spend,revenue_collected,outstanding_debt,payment_rate,data_source
31-01-2024,HOUSING,Ward-20,Refuse,13085794,6859460,15096423,3636687,89.7,FIN_SYS_A
31-01-2024,housing,Ward-21,Water,6934673,13374972,4039098,2080305,52.7,MANUAL_UPLOAD
31-01-2024,HOUSING,Ward-22,Electricity,11045211,23520978,6745866,7772666,86.2,MANUAL_UPLOAD
31-01-2024,HOUSING,Ward-23,Rates,23559741,7949362,20827833,1083198,56.4,MANUAL_UPLOAD
31-01-2024,housing,Ward-24,Water,9182639,18908526,20846502,5433027,67.7,FIN_SYS_B
31-01-2024,HOUSING,Ward-25,Water,9494646,21087422,23163034,1506725,79.5,MANUAL_UPLOAD
31-01-2024,housing,Ward-26,Electricity,6249505,10712538,14953936,6175801,60.3,FIN_SYS_A
31-01-2024,housing,Ward-27,Water,16345384,16036975,22801663,3314963,87.3,FIN_SYS_B
31-01-2024,HOUSING,Ward-28,Rates,7271911,20485403,18337216,3987406,60.5,FIN_SYS_A
31-01-2024,housing,Ward-29,Rates,17782797,22779698,23924092,615893,51.1,MANUAL_UPLOAD
31-01-2024,housing,Ward-30,Refuse,7266062,20869106,22746937,3092017,54.0,MANUAL_UPLOAD
31-01-2024,administration,Ward-1,Electricity,10602543,13585266,6785312,7592001,67.2,FIN_SYS_B
31-01-2024,ADMINISTRATION,Ward-2,Rates,10897260,13337585,3013472,972160,83.2,FIN_SYS_A
31-01-2024,ADMINISTRATION,Ward-3,Rates,10562678,8074330,9466177,3991626,58.7,FIN_SYS_A
31-01-2024,ADMINISTRATION,Ward-4,Electricity,18789602,5768417,2093800,2690196,93.3,FIN_SYS_B
31-01-2024,administration,Ward-5,Rates,20453758,7008883,3398269,2784818,97.5,FIN_SYS_A
31-01-2024,ADMINISTRATION,Ward-6,Water,16547573,13545518,8771058,4733020,79.9,FIN_SYS_A
31-01-2024,ADMINISTRATION,Ward-7,Rates,5256962,7839802,4436717,8496182,72.7,FIN_SYS_A
31-01-2024,ADMINISTRATION,Ward-8,Refuse,5663092,15386261,14461399,6774449,77.3,FIN_SYS_B
31-01-2024,administration,Ward-9,Rates,10996099,10424662,22335314,2723591,80.5,FIN_SYS_A
31-01-2024,administration,Ward-10,Refuse,12625076,22044773,21351724,2288159,54.4,FIN_SYS_A
31-01-2024,administration,Ward-11,Water,17282560,12020890,19959252,2387412,72.9,MANUAL_UPLOAD
31-01-2024,administration,Ward-12,Electricity,23017617,16719672,2881357,2431440,59.8,FIN_SYS_A
31-01-2024,administration,Ward-13,Rates,12835912,21417768,16403254,7232703,82.4,FIN_SYS_A
31-01-2024,administration,Ward-14,Rates,14347611,19394112,4420654,1218578,84.4,MANUAL_UPLOAD
31-01-2024,ADMINISTRATION,Ward-15,Electricity,8503424,13028697,12073752,1041251,93.5,MANUAL_UPLOAD
31-01-2024,ADMINISTRATION,Ward-16,Rates,14475338,6981743,7544537,4230896,77.7,FIN_SYS_B
31-01-2024,ADMINISTRATION,Ward-17,Refuse,21338327,14152186,21281773,3469892,95.1,MANUAL_UPLOAD
31-01-2024,administration,Ward-18,Refuse,24754832,28697890,8826934,3362494,86.7,FIN_SYS_A
31-01-2024,administration,Ward-19,Water,12544491,28250574,19569368,3721514,93.8,FIN_SYS_A
31-01-2024,ADMINISTRATION,Ward-20,Rates,12505977,6949884,17266924,3651574,98.0,FIN_SYS_A
31-01-2024,administration,Ward-21,Water,21684765,18366866,4457287,2668814,65.9,FIN_SYS_A
31-01-2024,administration,Ward-22,Electricity,22116424,16407328,9326711,3413468,75.4,MANUAL_UPLOAD
31-01-2024,ADMINISTRATION,Ward-23,Water,13577141,11956893,3798816,8429560,88.4,FIN_SYS_B
31-01-2024,administration,Ward-24,Electricity,8991055,16852554,19015238,3802869,53.9,FIN_SYS_A
31-01-2024,ADMINISTRATION,Ward-25,Water,5350631,12301319,20684304,7885032,87.6,MANUAL_UPLOAD
31-01-2024,administration,Ward-26,Refuse,7226653,10464693,3992510,8495056,58.5,MANUAL_UPLOAD
31-01-2024,ADMINISTRATION,Ward-27,Water,24644310,9939666,12525091,8580283,88.4,MANUAL_UPLOAD
31-01-2024,ADMINISTRATION,Ward-28,Electricity,18916090,18528976,23195713,8628649,51.0,FIN_SYS_A
31-01-2024,ADMINISTRATION,Ward-29,Water,20160156,12609028,7755276,5735355,85.3,FIN_SYS_A
31-01-2024,ADMINISTRATION,Ward-30,Rates,21109259,11200744,13541311,2918262,95.1,FIN_SYS_A
29-02-2024,WATER SERVICES,Ward-1,Electricity,11406905,24161850,18470318,5871417,55.9,FIN_SYS_A
29-02-2024,WATER SERVICES,Ward-2,Refuse,13172743,22056308,18203360,3673267,65.8,FIN_SYS_A
29-02-2024,water services,Ward-3,Refuse,5933785,8796002,16407739,5361660,65.1,FIN_SYS_B
29-02-2024,water services,Ward-4,Electricity,6094773,15437606,22556501,4020306,60.5,FIN_SYS_B
29-02-2024,water services,Ward-5,Water,19608217,13829927,15930018,1019034,87.4,MANUAL_UPLOAD
29-02-2024,WATER SERVICES,Ward-6,Electricity,12710048,10699324,22480815,2374965,68.7,FIN_SYS_B
29-02-2024,WATER SERVICES,Ward-7,Water,4655684,14113772,21462702,7042794,71.1,MANUAL_UPLOAD
29-02-2024,WATER SERVICES,Ward-8,Water,16426653,14198031,22971574,7299715,56.9,MANUAL_UPLOAD
29-02-2024,water services,Ward-9,Electricity,14548355,8170744,18039740,5572900,57.8,FIN_SYS_A
29-02-2024,WATER SERVICES,Ward-10,Electricity,11780683,17863770,19691383,1660414,78.1,FIN_SYS_A
29-02-2024,WATER SERVICES,Ward-11,Refuse,20266898,4492448,20056921,1725317,52.9,FIN_SYS_A
29-02-2024,WATER SERVICES,Ward-12,Electricity,12978919,18509705,13696420,7451665,89.8,FIN_SYS_B
29-02-2024,WATER SERVICES,Ward-13,Rates,5655711,13327191,15707205,8151890,71.8,FIN_SYS_B
29-02-2024,WATER SERVICES,Ward-14,Water,21674398,27337233,8735512,1037251,74.8,FIN_SYS_A
29-02-2024,WATER SERVICES,Ward-15,Rates,18303710,15049614,6685920,4975844,95.8,FIN_SYS_B
29-02-2024,water services,Ward-16,Rates,15490787,13484946,8824621,4591518,93.7,FIN_SYS_B
29-02-2024,WATER SERVICES,Ward-17,Refuse,17872694,18968739,18270036,3889674,66.8,FIN_SYS_A
29-02-2024,water services,Ward-18,Refuse,23517995,24954757,4216287,6784715,81.6,MANUAL_UPLOAD
29-02-2024,WATER SERVICES,Ward-19,Refuse,14314672,16244511,15417110,1748487,93.4,MANUAL_UPLOAD
29-02-2024,WATER SERVICES,Ward-20,Electricity,16694286,24680304,12088207,3607039,65.3,FIN_SYS_B
29-02-2024,WATER SERVICES,Ward-21,Rates,23708234,25797203,14331637,3567348,66.5,FIN_SYS_A
29-02-2024,WATER SERVICES,Ward-22,Refuse,12166297,21828595,15530675,6100807,96.2,FIN_SYS_A
29-02-2024,WATER SERVICES,Ward-23,Rates,13911543,5952390,7464428,7569180,63.9,FIN_SYS_A
29-02-2024,WATER SERVICES,Ward-24,Rates,22085518,24811836,23411069,1563226,66.0,MANUAL_UPLOAD
29-02-2024,water services,Ward-25,Water,14922727,23675974,11196435,5201575,91.7,FIN_SYS_A
29-02-2024,WATER SERVICES,Ward-26,Refuse,9358061,14473101,4551276,834763,84.7,FIN_SYS_A
29-02-2024,water services,Ward-27,Electricity,7480853,15153002,6363678,1985941,74.3,FIN_SYS_A
29-02-2024,WATER SERVICES,Ward-28,Refuse,17804661,17731528,22630922,5856945,58.3,FIN_SYS_B
29-02-2024,WATER SERVICES,Ward-29,Water,10513038,6351144,14827446,1286513,92.2,FIN_SYS_B
29-02-2024,water services,Ward-30,Rates,9260195,7943598,5730467,7176130,94.6,MANUAL_UPLOAD
29-02-2024,electricity,Ward-1,Refuse,23308945,26891678,13723843,5433111,93.9,FIN_SYS_B
29-02-2024,electricity,Ward-2,Water,6214693,15921613,8069863,4317910,79.1,FIN_SYS_A
29-02-2024,ELECTRICITY,Ward-3,Rates,22917420,10159949,2723602,1563626,65.8,MANUAL_UPLOAD
29-02-2024,electricity,Ward-4,Water,23729204,5637428,10266578,7414256,84.2,FIN_SYS_B
29-02-2024,electricity,Ward-5,Electricity,4624411,8843699,18928654,6243349,68.1,MANUAL_UPLOAD
29-02-2024,ELECTRICITY,Ward-6,Refuse,6183935,9618429,22972672,5378113,63.4,MANUAL_UPLOAD
29-02-2024,ELECTRICITY,Ward-7,Refuse,21805256,12420960,16012570,4230271,94.1,MANUAL_UPLOAD
29-02-2024,ELECTRICITY,Ward-8,Electricity,13334193,22970676,2336964,8640844,76.7,MANUAL_UPLOAD
29-02-2024,ELECTRICITY,Ward-9,Electricity,6808385,9964115,8428948,2054245,63.2,FIN_SYS_A
29-02-2024,electricity,Ward-10,Rates,12117790,29554955,14513964,7918335,60.7,MANUAL_UPLOAD
29-02-2024,ELECTRICITY,Ward-11,Rates,25367344,5796423,7958447,5269093,90.9,MANUAL_UPLOAD
29-02-2024,electricity,Ward-12,Electricity,15561503,15900945,4793083,6623424,72.0,FIN_SYS_A
29-02-2024,ELECTRICITY,Ward-13,Water,14731048,25111658,3907010,2559724,81.7,MANUAL_UPLOAD
29-02-2024,electricity,Ward-14,Electricity,8780283,18009561,6550687,6535862,89.6,FIN_SYS_B
29-02-2024,electricity,Ward-15,Water,12382632,15988723,11539355,8194207,82.2,FIN_SYS_A
29-02-2024,electricity,Ward-16,Electricity,20698698,6132734,15550746,2136120,75.2,FIN_SYS_B
29-02-2024,electricity,Ward-17,Rates,7899186,7497060,9772635,7560350,96.2,FIN_SYS_B
29-02-2024,electricity,Ward-18,Rates,23429094,28999895,18264656,8352804,56.7,FIN_SYS_A
29-02-2024,electricity,Ward-19,Electricity,10680244,10706850,13605357,6328141,98.0,FIN_SYS_A
29-02-2024,ELECTRICITY,Ward-20,Electricity,19001478,26518169,11835933,4517041,86.4,FIN_SYS_B
29-02-2024,electricity,Ward-21,Electricity,25645412,28293218,15307543,8703294,61.5,FIN_SYS_A
29-02-2024,ELECTRICITY,Ward-22,Electricity,23016671,7996266,22434065,2791377,71.1,MANUAL_UPLOAD
29-02-2024,electricity,Ward-23,Refuse,21638662,21606285,5281647,6173859,85.9,FIN_SYS_A
29-02-2024,ELECTRICITY,Ward-24,Refuse,22959122,13919563,13979192,5939438,51.6,MANUAL_UPLOAD
29-02-2024,ELECTRICITY,Ward-25,Refuse,11857709,19849173,20396454,1437043,62.0,MANUAL_UPLOAD
29-02-2024,ELECTRICITY,Ward-26,Electricity,7051020,13890870,17293403,7608672,83.2,FIN_SYS_A
29-02-2024,ELECTRICITY,Ward-27,Refuse,7528040,10202848,22595042,6054556,94.9,MANUAL_UPLOAD
29-02-2024,electricity,Ward-28,Electricity,13944231,17550708,14970295,8983086,93.6,MANUAL_UPLOAD
29-02-2024,electricity,Ward-29,Rates,10983155,21159585,22371247,8258183,71.0,FIN_SYS_A
29-02-2024,ELECTRICITY,Ward-30,Electricity,23810465,18215433,3477607,1826796,84.3,MANUAL_UPLOAD
29-02-2024,WASTE MANAGEMENT,Ward-1,Water,12121003,22059454,6290528,4207876,59.8,MANUAL_UPLOAD
29-02-2024,waste management,Ward-2,Rates,14380132,8747999,16304803,2428098,67.5,MANUAL_UPLOAD
29-02-2024,WASTE MANAGEMENT,Ward-3,Water,16394362,23680386,12188565,830333,68.6,FIN_SYS_A
29-02-2024,waste management,Ward-4,Rates,24895919,16629492,16155987,7475556,58.2,MANUAL_UPLOAD
29-02-2024,waste management,Ward-5,Water,16443872,17597377,2762742,5271054,61.8,FIN_SYS_A
29-02-2024,WASTE MANAGEMENT,Ward-6,Refuse,17153307,13885585,15174244,2555737,97.2,FIN_SYS_B
29-02-2024,WASTE MANAGEMENT,Ward-7,Refuse,10915937,7958260,2969828,4272257,73.0,FIN_SYS_A
29-02-2024,waste management,Ward-8,Rates,10976610,29019228,22340895,3354712,53.9,FIN_SYS_A
29-02-2024,WASTE MANAGEMENT,Ward-9,Electricity,23242885,8128684,19874760,6155923,88.1,FIN_SYS_B
29-02-2024,waste management,Ward-10,Rates,5329806,8174718,20187574,7207035,84.6,MANUAL_UPLOAD
29-02-2024,waste management,Ward-11,Rates,16876108,26007659,8183535,5517927,65.3,MANUAL_UPLOAD
29-02-2024,waste management,Ward-12,Water,24843724,10044472,3527234,3543844,75.8,FIN_SYS_A
29-02-2024,waste management,Ward-13,Refuse,20601345,11254061,22011803,8835999,58.4,MANUAL_UPLOAD
29-02-2024,waste management,Ward-14,Refuse,6397110,13997162,17245890,6318037,83.3,FIN_SYS_B
29-02-2024,waste management,Ward-15,Refuse,11169907,8202562,6360396,420136,53.3,FIN_SYS_B
29-02-2024,waste management,Ward-16,Water,9769418,5839361,20364095,414066,57.1,FIN_SYS_A
29-02-2024,waste management,Ward-17,Rates,23636084,20331032,3030077,4993830,68.6,FIN_SYS_A
29-02-2024,waste management,Ward-18,Rates,23028961,24110590,22656291,6536859,67.6,FIN_SYS_B
29-02-2024,WASTE MANAGEMENT,Ward-19,Electricity,19447588,13635754,13227888,5750928,72.7,FIN_SYS_B
29-02-2024,waste management,Ward-20,Electricity,23033928,27749736,16669333,1872884,65.4,FIN_SYS_A
29-02-2024,waste management,Ward-21,Electricity,14583706,4148008,21953653,8100833,65.8,FIN_SYS_B
29-02-2024,waste management,Ward-22,Refuse,15783738,21579589,8089973,4350557,67.0,FIN_SYS_A
29-02-2024,WASTE MANAGEMENT,Ward-23,Water,15890137,7801382,8818615,2646080,67.3,MANUAL_UPLOAD
29-02-2024,WASTE MANAGEMENT,Ward-24,Rates,8320401,26258706,18812071,2149728,52.5,MANUAL_UPLOAD
29-02-2024,WASTE MANAGEMENT,Ward-25,Refuse,16827489,16632121,6778637,7350605,58.2,MANUAL_UPLOAD
29-02-2024,WASTE MANAGEMENT,Ward-26,Water,12770411,25682807,9260788,3660618,79.4,MANUAL_UPLOAD
29-02-2024,waste management,Ward-27,Water,21619572,19832867,4367414,6089863,60.7,FIN_SYS_A
29-02-2024,waste management,Ward-28,Rates,25636715,14907956,9289561,6181305,94.0,FIN_SYS_A
29-02-2024,waste management,Ward-29,Electricity,22259727,29470500,10338655,8308708,73.7,FIN_SYS_A
29-02-2024,waste management,Ward-30,Electricity,21214182,24886903,16987543,3150690,67.2,FIN_SYS_B
29-02-2024,roads & transport,Ward-1,Refuse,9772467,12082875,12361604,2424130,83.1,FIN_SYS_B
29-02-2024,ROADS & TRANSPORT,Ward-2,Rates,24053899,17432494,11419206,4784525,77.4,FIN_SYS_A
29-02-2024,ROADS & TRANSPORT,Ward-3,Water,4848974,6340140,10706019,6928470,61.9,FIN_SYS_A
29-02-2024,roads & transport,Ward-4,Rates,5849782,5454529,18232891,2916687,83.1,FIN_SYS_B
29-02-2024,roads & transport,Ward-5,Electricity,24392955,24343615,23534857,5020471,57.1,FIN_SYS_A
29-02-2024,ROADS & TRANSPORT,Ward-6,Electricity,14929094,18156353,11573543,8031110,90.5,FIN_SYS_A
29-02-2024,roads & transport,Ward-7,Rates,13249057,8555430,22594147,3630893,51.3,FIN_SYS_B
29-02-2024,ROADS & TRANSPORT,Ward-8,Electricity,15292923,28086765,18781500,3151766,98.3,FIN_SYS_B
29-02-2024,ROADS & TRANSPORT,Ward-9,Water,12109082,21028252,21471148,3341498,51.6,FIN_SYS_B
29-02-2024,roads & transport,Ward-10,Rates,6456939,18585960,6374259,6462559,85.6,FIN_SYS_A
29-02-2024,ROADS & TRANSPORT,Ward-11,Electricity,24446055,26447737,5905639,1701858,73.2,FIN_SYS_A
29-02-2024,roads & transport,Ward-12,Refuse,24444186,13829614,19618378,3866964,82.1,FIN_SYS_A
29-02-2024,roads & transport,Ward-13,Water,4862560,7758267,16258583,859468,57.1,FIN_SYS_A
29-02-2024,roads & transport,Ward-14,Electricity,19673648,29717183,7403245,4575468,85.6,FIN_SYS_A
29-02-2024,roads & transport,Ward-15,Refuse,23228628,15684711,11461146,1732267,88.4,FIN_SYS_A
29-02-2024,roads & transport,Ward-16,Water,23764014,27701632,3394477,8695098,65.0,MANUAL_UPLOAD
29-02-2024,roads & transport,Ward-17,Refuse,19356988,24580522,15600809,8456313,92.8,MANUAL_UPLOAD
29-02-2024,roads & transport,Ward-18,Refuse,17376010,22276019,13675484,3083789,51.3,FIN_SYS_A
29-02-2024,ROADS & TRANSPORT,Ward-19,Electricity,9971515,9087311,22400300,3006882,68.2,MANUAL_UPLOAD
29-02-2024,roads & transport,Ward-20,Water,24126037,11691127,17889305,548585,81.0,FIN_SYS_A
29-02-2024,roads & transport,Ward-21,Rates,7140707,15896692,12030931,4015505,79.2,FIN_SYS_B
29-02-2024,roads & transport,Ward-22,Water,7835393,12154250,12717345,8664462,60.5,MANUAL_UPLOAD
29-02-2024,ROADS & TRANSPORT,Ward-23,Rates,17289899,8406288,10207060,2195952,76.6,FIN_SYS_B
29-02-2024,roads & transport,Ward-24,Refuse,20802299,25847023,19853881,3923074,75.2,FIN_SYS_B
29-02-2024,roads & transport,Ward-25,Refuse,8110073,19564312,22132582,6390132,70.6,MANUAL_UPLOAD
29-02-2024,roads & transport,Ward-26,Rates,14785130,9087783,7020890,839937,88.7,FIN_SYS_A
29-02-2024,roads & transport,Ward-27,Refuse,5827327,15448600,21680950,7775199,63.3,FIN_SYS_A
29-02-2024,ROADS & TRANSPORT,Ward-28,Refuse,13867083,13046295,7547369,6524200,95.5,FIN_SYS_A
29-02-2024,ROADS & TRANSPORT,Ward-29,Electricity,8376675,28736048,11184286,2212119,60.2,FIN_SYS_B
29-02-2024,ROADS & TRANSPORT,Ward-30,Rates,22656166,7740928,13737169,5770893,51.8,FIN_SYS_A
29-02-2024,housing,Ward-1,Refuse,11742937,7431054,20412720,1816365,50.2,FIN_SYS_A
29-02-2024,housing,Ward-2,Refuse,20314149,12940108,23543785,6922317,95.3,FIN_SYS_B
29-02-2024,housing,Ward-3,Water,6076851,29155956,10050751,8380164,67.0,FIN_SYS_B
29-02-2024,housing,Ward-4,Electricity,7585919,14203719,3665346,8620061,78.4,FIN_SYS_B
29-02-2024,HOUSING,Ward-5,Water,17383522,29889338,23904202,7423394,53.9,FIN_SYS_B
29-02-2024,HOUSING,Ward-6,Rates,12973865,11121840,11970603,8728627,94.9,FIN_SYS_A
29-02-2024,HOUSING,Ward-7,Refuse,9122955,14709891,2146765,3781961,73.0,MANUAL_UPLOAD
29-02-2024,HOUSING,Ward-8,Refuse,8251646,26161654,15593199,2584740,86.4,FIN_SYS_A
29-02-2024,housing,Ward-9,Electricity,9473676,5647894,22113360,8289511,75.4,FIN_SYS_A
29-02-2024,HOUSING,Ward-10,Water,23666653,16859100,12004308,6676394,72.6,FIN_SYS_B
29-02-2024,housing,Ward-11,Electricity,16404872,5005021,8738669,2638532,91.0,MANUAL_UPLOAD
29-02-2024,housing,Ward-12,Rates,12598679,29845465,12982940,5515144,68.2,FIN_SYS_B
29-02-2024,HOUSING,Ward-13,Electricity,24608255,20501642,6409600,315132,67.3,FIN_SYS_B
29-02-2024,HOUSING,Ward-14,Rates,21261161,21426678,17059309,993242,95.6,MANUAL_UPLOAD
29-02-2024,housing,Ward-15,Water,21520601,23163067,16093773,1128159,65.5,FIN_SYS_B
29-02-2024,housing,Ward-16,Water,20530342,27878269,14698431,7772726,70.7,MANUAL_UPLOAD
29-02-2024,HOUSING,Ward-17,Electricity,15430140,21857172,9502433,6535763,79.9,FIN_SYS_A
29-02-2024,HOUSING,Ward-18,Refuse,17744263,15303121,19339434,2825008,52.7,MANUAL_UPLOAD
29-02-2024,HOUSING,Ward-19,Electricity,7088406,11855123,20189341,8856339,70.5,MANUAL_UPLOAD
29-02-2024,housing,Ward-20,Water,14376200,10465125,23088770,2798858,63.5,FIN_SYS_B
29-02-2024,HOUSING,Ward-21,Refuse,9384759,5771647,2092150,4148195,56.2,FIN_SYS_A
29-02-2024,HOUSING,Ward-22,Water,12553145,16571045,17405390,514622,84.2,MANUAL_UPLOAD
29-02-2024,housing,Ward-23,Refuse,21867992,26307974,7760068,4452746,82.6,FIN_SYS_A
29-02-2024,housing,Ward-24,Refuse,23478996,12956611,20452500,2372479,53.8,MANUAL_UPLOAD
29-02-2024,HOUSING,Ward-25,Water,14200811,22609410,13285541,3310907,56.2,FIN_SYS_B
29-02-2024,housing,Ward-26,Electricity,22241588,13400882,13694346,6071079,78.5,MANUAL_UPLOAD
29-02-2024,housing,Ward-27,Refuse,13894722,21874289,14084175,6114085,89.8,FIN_SYS_B
29-02-2024,housing,Ward-28,Electricity,6333773,4005586,10904238,2037708,92.2,FIN_SYS_A
29-02-2024,HOUSING,Ward-29,Water,18904575,18900879,18394391,4943358,81.8,MANUAL_UPLOAD
29-02-2024,housing,Ward-30,Rates,15132752,14431600,12578505,3673470,73.4,MANUAL_UPLOAD
29-02-2024,ADMINISTRATION,Ward-1,Rates,4902400,22651419,22428844,7716253,89.0,FIN_SYS_A
29-02-2024,administration,Ward-2,Water,23629294,27100656,5432485,8232882,62.0,MANUAL_UPLOAD
29-02-2024,ADMINISTRATION,Ward-3,Water,8923013,10042522,4165125,308862,76.2,FIN_SYS_B
29-02-2024,administration,Ward-4,Water,4620041,16445291,7884700,8300727,89.1,FIN_SYS_A
29-02-2024,ADMINISTRATION,Ward-5,Rates,19955317,27348660,17230004,652162,60.6,FIN_SYS_B
29-02-2024,ADMINISTRATION,Ward-6,Electricity,4693504,28646528,2594781,386667,83.3,MANUAL_UPLOAD
29-02-2024,administration,Ward-7,Electricity,9755598,7998203,23291011,4509043,89.1,MANUAL_UPLOAD
29-02-2024,administration,Ward-8,Refuse,18911481,12616223,16124766,2077050,76.3,FIN_SYS_B
29-02-2024,administration,Ward-9,Refuse,16291262,26577141,22518251,3607970,67.8,FIN_SYS_B
29-02-2024,ADMINISTRATION,Ward-10,Rates,11191514,16125911,7879309,4512724,98.3,FIN_SYS_A
29-02-2024,administration,Ward-11,Electricity,22046002,29243098,2689457,4275768,83.8,FIN_SYS_A
29-02-2024,ADMINISTRATION,Ward-12,Refuse,8827218,27768733,16960522,5576618,91.7,FIN_SYS_A
29-02-2024,administration,Ward-13,Electricity,18099958,29134175,3974322,314982,81.1,MANUAL_UPLOAD
29-02-2024,ADMINISTRATION,Ward-14,Rates,18802051,23798243,21028113,7736241,64.7,FIN_SYS_B
29-02-2024,administration,Ward-15,Water,20925765,9987014,18710463,7899086,60.1,FIN_SYS_B
29-02-2024,ADMINISTRATION,Ward-16,Water,20355414,18594128,20896407,7770877,61.7,FIN_SYS_B
29-02-2024,ADMINISTRATION,Ward-17,Rates,23707263,8667406,9365810,1173638,70.4,MANUAL_UPLOAD
29-02-2024,administration,Ward-18,Refuse,17940002,20312262,2515933,8668379,59.9,MANUAL_UPLOAD
29-02-2024,administration,Ward-19,Rates,12433060,19229996,14421353,1867048,77.6,MANUAL_UPLOAD
29-02-2024,administration,Ward-20,Rates,18433872,15243033,16613673,4553710,89.9,FIN_SYS_B
29-02-2024,administration,Ward-21,Refuse,25942761,24273744,3182318,3672234,73.4,FIN_SYS_B
29-02-2024,administration,Ward-22,Refuse,24178534,26827117,3717420,1612467,81.3,FIN_SYS_B
29-02-2024,ADMINISTRATION,Ward-23,Refuse,21615923,17231412,7820100,3884064,73.5,FIN_SYS_A
29-02-2024,administration,Ward-24,Rates,16937850,7942133,8281846,4997845,59.6,MANUAL_UPLOAD
29-02-2024,ADMINISTRATION,Ward-25,Rates,14785450,11637859,11961012,6245986,78.3,MANUAL_UPLOAD
29-02-2024,ADMINISTRATION,Ward-26,Refuse,18836074,29140920,11285713,1430788,53.0,FIN_SYS_B
29-02-2024,administration,Ward-27,Electricity,16936038,16954219,23337443,4615270,59.8,FIN_SYS_B
29-02-2024,administration,Ward-28,Electricity,13377942,15116033,11063908,5854744,94.0,FIN_SYS_A
29-02-2024,administration,Ward-29,Rates,23554521,26075873,5562058,1101387,67.8,MANUAL_UPLOAD
29-02-2024,administration,Ward-30,Refuse,25873851,13594447,13393247,3142345,95.4,MANUAL_UPLOAD
31-03-2024,water services,Ward-1,Water,8871237,8327048,17815905,8565879,98.9,FIN_SYS_A
31-03-2024,water services,Ward-2,Electricity,5495146,9141766,14800633,6369213,62.5,FIN_SYS_A
31-03-2024,WATER SERVICES,Ward-3,Electricity,22473835,15381360,17058870,4761244,80.4,FIN_SYS_A
31-03-2024,water services,Ward-4,Electricity,14947818,21989619,8555604,1528910,73.5,FIN_SYS_B
31-03-2024,WATER SERVICES,Ward-5,Water,23763266,21111842,16139465,667933,79.2,MANUAL_UPLOAD
31-03-2024,water services,Ward-6,Electricity,24228159,26337669,22899986,4212035,98.8,MANUAL_UPLOAD
31-03-2024,WATER SERVICES,Ward-7,Water,14715244,8702946,4510958,3056961,74.8,FIN_SYS_A
31-03-2024,WATER SERVICES,Ward-8,Rates,7450178,7945185,3166030,891683,88.7,FIN_SYS_B
31-03-2024,water services,Ward-9,Refuse,12614955,14890483,2859435,8709420,98.3,FIN_SYS_B
31-03-2024,WATER SERVICES,Ward-10,Water,9617808,24255220,19735448,7030683,78.5,FIN_SYS_A
31-03-2024,water services,Ward-11,Rates,12536700,16639414,9195792,4105779,64.9,FIN_SYS_B
31-03-2024,water services,Ward-12,Water,5030715,17393435,3079362,7313747,97.1,FIN_SYS_B
31-03-2024,WATER SERVICES,Ward-13,Refuse,4656615,13964129,16062029,6378597,77.0,MANUAL_UPLOAD
31-03-2024,WATER SERVICES,Ward-14,Water,6468858,20521547,16823410,3836773,52.1,MANUAL_UPLOAD
31-03-2024,water services,Ward-15,Electricity,12453917,24077489,5708879,7569059,94.1,MANUAL_UPLOAD
31-03-2024,water services,Ward-16,Electricity,10509410,23418916,23737155,2894225,98.9,FIN_SYS_A
31-03-2024,water services,Ward-17,Electricity,17619830,29202513,11160303,6645860,68.7,FIN_SYS_B
31-03-2024,WATER SERVICES,Ward-18,Rates,11725335,14706538,4827022,3281902,92.6,FIN_SYS_A
31-03-2024,water services,Ward-19,Refuse,23120975,28459175,22019090,1107034,65.1,MANUAL_UPLOAD
31-03-2024,water services,Ward-20,Water,21057748,10135365,11538891,2572812,57.9,FIN_SYS_A
31-03-2024,water services,Ward-21,Rates,24236406,17320122,2333006,3387362,75.5,FIN_SYS_A
31-03-2024,water services,Ward-22,Water,6331975,21379564,18306627,5638518,86.9,MANUAL_UPLOAD
31-03-2024,water services,Ward-23,Refuse,9455569,8081775,13486939,6652364,69.2,FIN_SYS_A
31-03-2024,water services,Ward-24,Electricity,6319807,19278243,10197108,1690187,83.6,FIN_SYS_A
31-03-2024,WATER SERVICES,Ward-25,Water,17687980,13568161,2585171,6958742,64.7,FIN_SYS_B
31-03-2024,WATER SERVICES,Ward-26,Refuse,23300401,18844799,18600517,2743237,56.5,FIN_SYS_A
31-03-2024,WATER SERVICES,Ward-27,Rates,6493453,23120587,21207506,5805553,78.0,FIN_SYS_A
31-03-2024,WATER SERVICES,Ward-28,Refuse,11597329,8321168,22890896,7476943,51.4,MANUAL_UPLOAD
31-03-2024,WATER SERVICES,Ward-29,Refuse,4746316,20667104,8534877,385190,97.6,FIN_SYS_B
31-03-2024,water services,Ward-30,Refuse,7072938,17931001,8880645,3566309,67.0,FIN_SYS_B
31-03-2024,electricity,Ward-1,Rates,13702554,28503030,17850035,1691116,98.8,FIN_SYS_A
31-03-2024,electricity,Ward-2,Water,7202529,17971925,9279977,2913714,88.3,FIN_SYS_A
31-03-2024,electricity,Ward-3,Rates,13778600,7093289,19553959,3058310,88.2,MANUAL_UPLOAD
31-03-2024,electricity,Ward-4,Rates,8792154,18945780,5394991,4340022,89.2,FIN_SYS_A
